num_users,num_items,num_interactions,density,user_item_ratio,item_user_ratio,highest_num_rating_by_single_user,lowest_num_rating_by_single_user,highest_num_rating_on_single_item,lowest_num_rating_on_single_item,mean_num_ratings_by_user,mean_num_ratings_on_item,BPR_0,BPR_1,CDAE_0,CDAE_1,DMF_0,DMF_1,EASE_0,EASE_1,ENMF_0,ENMF_1,ImplicitMF_0,ImplicitMF_1,ItemItem_0,ItemItem_1,ItemKNNRP_0,ItemKNNRP_1,ItemKNN_0,ItemKNN_1,LINE_0,LINE_1,LightGCN_0,LightGCN_1,MacridVAE_0,MacridVAE_1,MultiDAE_0,MultiDAE_1,MultiVAE_0,MultiVAE_1,NCEPLRec_0,NCEPLRec_1,NMF_0,NMF_1,NeuMF_0,NeuMF_1,PopScore_0,PopScore_1,Pop_0,Random_0,RecVAE_0,RecVAE_1,SVD_0,SVD_1,SimpleX_0,SimpleX_1,UserUser_0,UserUser_1
5130,1685,37126,0.4294977470051654,3.0445103857566767,0.3284600389863548,123,5,455,5,7.237037037037037,22.033234421364984,0.1065938921377517,0.1880454840805717,0.1395243664717348,0.1086822612085769,0.0499545159194281,0.1215204678362572,0.2445724496426251,0.2352521117608836,0.1772196231319038,0.1939545159194282,0.1926231319038336,0.2176159844054581,0.2376276803118908,0.2376198830409356,0.22890318388564,0.2329122807017544,0.2307270955165692,0.2328219623131903,0.0477699805068225,0.1608271604938271,0.1583970110461337,0.2106588693957115,0.2283632228719948,0.2338115659519168,0.1076816114359973,0.1923274853801169,0.1125951916829109,0.1794957764782325,0.156759584145549,0.1276718648473033,0.0909324236517218,0.0873008447043534,0.0683463287849252,0.1551903833658218,0.06206432748538,0.0605815464587394,0.0616120857699804,0.0035919428200129,0.1892475633528265,0.1977108512020792,0.1760402858999349,0.2046413255360623,0.2190844704353476,0.2193333333333333,0.2122774528914879,0.2110162443144899
87271,13209,752937,0.0653158746238652,6.606934665758195,0.1513561205898866,565,5,6282,5,8.627573879066356,57.001816942993415,0.0413173142662893,0.0638635973003631,0.0226627783952668,0.0326131628299587,0.021530672655674,0.0267383590578007,0.1026404723982373,0.1014928976024861,0.0544750260682243,0.0560317860457655,0.0802913147933825,0.083658068927058,0.0814325873810692,0.0814348790930927,0.0714900711576581,0.0744370218438348,0.0721923663072496,0.0746096641496027,0.0115412527261823,0.0251958840852058,0.0349761089021553,0.0657635029582182,0.1036105159025706,0.1033766084953754,0.0583035219794281,0.0792138281903492,0.0531681390916417,0.0783539396439439,0.0471864651487895,0.0374126189303052,0.0502254662679088,0.0467483280051029,0.0371431135963454,0.0342601016756234,0.0327453946137128,0.0327453946137128,0.0323396469999579,0.0003461631011446,0.0735440562538909,0.0728424486179064,0.0658074274386679,0.0722963336427141,0.075639788704151,0.0756654940740143,0.0832906692944959,0.0821356082394681
2928,1835,20473,0.3810433138279656,1.5956403269754769,0.6267076502732241,51,5,169,5,6.992144808743169,11.156948228882834,0.0342634335154826,0.0605088797814207,0.0509710837887067,0.0269581056466301,0.0415676229508196,0.0579098360655737,0.0958640710382513,0.0964401183970855,0.0727846083788706,0.0757707194899817,0.0786725865209471,0.0785075136612021,0.0761236338797814,0.0761236338797814,0.0726286429872495,0.0759335154826957,0.0693693078324225,0.0727356557377049,0.0227459016393442,0.0504382969034607,0.0576434426229507,0.0855487249544626,0.0810268670309653,0.0879030054644808,0.0528039617486338,0.0651878415300546,0.0556170309653915,0.0725751366120217,0.0645412112932604,0.0514219034608378,0.0579735883424407,0.048809198542805,0.0226104280510017,0.0539947632058287,0.025910746812386,0.025910746812386,0.0207991803278688,0.0025375683060108,0.0511213570127504,0.0583811475409835,0.0722017304189434,0.0733709016393442,0.0725717213114753,0.0772017304189435,0.0949590163934425,0.0949590163934425
19445,7050,160792,0.1172917247957049,2.7581560283687945,0.3625610696837233,125,5,780,5,8.269066598097197,22.807375886524824,0.0082423930744835,0.0147878632039083,0.0087532356218393,0.0223620467986628,0.0116436101825661,0.015156595525842,0.0404693580183422,0.040269820862261,0.0236086397531498,0.0237572640781691,0.0267215222422215,0.0276698380046283,0.0224794720150852,0.0224815290991685,0.0173724179309162,0.0185204422730778,0.0171255678409187,0.0177306934087597,0.0048411759664009,0.0101834233307619,0.0107570069426587,0.0248113482471928,0.0391583097625781,0.0384661009685436,0.0176542384503299,0.0214120167995199,0.0175407559784005,0.0217509214022455,0.0224026742093082,0.0210317990914544,0.0211370532270505,0.0224105596982942,0.0098800034284734,0.0109212308219764,0.0173367618068054,0.017432587640353,0.0172644210165423,0.0005999828576325,0.0131773377903488,0.0180642838776034,0.0222885060426844,0.0243289620296562,0.0289654581297676,0.0284064455301276,0.037877089226022,0.0378688608896887
22363,12101,198502,0.0733522706417427,1.8480290885050823,0.5411170236551447,204,5,431,5,8.876358270357287,16.403768283612923,0.024237803514734,0.0442036697521202,0.0264238548793393,0.0358404507445333,0.0082521724872929,0.0295410574013623,0.0817090730224031,0.0790060963794363,0.0485265840897911,0.0478854953867251,0.0514388349803992,0.0591471031018498,0.0602787342187244,0.0602644248684583,0.0551233071774451,0.05640877384138,0.0583159683405625,0.0585683196947339,0.0184994559465783,0.0356849856161218,0.0278874331112402,0.0587424167896376,0.0827752686729568,0.0833500275753104,0.0412739793408755,0.0475545916618223,0.0419661941599964,0.05025071174112,0.0510492032971128,0.0540564026889654,0.035979387220299,0.0400872468839768,0.0318854059532858,0.0339709937545647,0.0103006454113192,0.0103006454113192,0.0101840838289435,0.0003195754892754,0.0369726780843357,0.0470215683644114,0.0419094039261279,0.0488671764372699,0.0559602915530117,0.054529952749333,0.0734391629030094,0.0727351726810654
27879,10429,194439,0.0668749575731001,2.6732189088119664,0.3740808493848416,152,5,837,5,6.974389325298612,18.644069421804584,0.0226477515931943,0.0425064265815368,0.0197778495163623,0.055497566866339,0.0102152157537931,0.0298145557588148,0.0799823044824658,0.0783192845271828,0.0472484665877541,0.0480365149395602,0.0637610148618434,0.069260494757105,0.0467027750875808,0.0467099489460406,0.041406195822423,0.0430343029998684,0.0414103805731912,0.0427555985987063,0.0115283905448545,0.0285795760249649,0.0226000454344368,0.0626605449741142,0.0813332615947486,0.0826815882922629,0.0429574231500411,0.0489829859990195,0.044288891280175,0.0511306000932601,0.0420553104487248,0.0403118237143847,0.0388927682041565,0.0380917601057955,0.0251331348565825,0.0309676339419156,0.0165392111146979,0.0164608964931788,0.0178600380214497,0.000469529036192,0.0322955151428195,0.0444151511890669,0.0469043605103004,0.0508312110668723,0.0632189102908999,0.0600217607039946,0.0735151906452885,0.0736267441443379
39387,23033,278677,0.0307183380910067,1.710024747101984,0.5847868586081703,136,5,441,5,7.075354812501587,12.099031823904832,0.0048385677169285,0.0110946082040605,0.0053236685539221,0.0164103215104814,0.0036149829469959,0.0083261820736113,0.0352380226978444,0.0349731298821099,0.0173125650595373,0.0187002479667571,0.0212259544181243,0.0256153891724003,0.0178689246028723,0.0178689246028723,0.0161630317956008,0.0170089115698072,0.0163587816623081,0.0171005661766572,0.003021893856687,0.0087556808083885,0.0069988405649917,0.0209897512715701,0.0346423946987584,0.034223897902015,0.0114154416431817,0.014094921336143,0.0118371543910426,0.0149777845482011,0.0193430150388029,0.0206288877040647,0.0140229855874611,0.0151089615016798,0.0058593783058707,0.0062761824967628,0.0039471568453211,0.0039471568453211,0.0041466304449013,0.0001717994939108,0.008597676052166,0.0119962593410684,0.0146448489772428,0.017055458230719,0.02482773503948,0.0231349599275564,0.0340735098721235,0.0340735098721235
5541,3568,64706,0.3272891118227514,1.5529708520179373,0.6439270889731096,578,5,272,5,11.677675509835767,18.135089686098656,0.0752373217830715,0.1379293749624015,0.1100661733742404,0.0338976117427659,0.0252800336882632,0.0827780785658424,0.1767334416170367,0.1700415087529327,0.1374661613427179,0.1388040666546351,0.1351663357997954,0.1557655056247368,0.1506755699933827,0.1509787643626301,0.1413920471635686,0.1403284605666847,0.160538410635866,0.157878842567527,0.0513138422667388,0.1330427720628045,0.1053456054863741,0.1464669433916862,0.1768748120074596,0.1828298141129761,0.1104072670396438,0.1379041087649642,0.1190278529747939,0.1369572279371954,0.1516302713108344,0.1469873067436685,0.0970414485953196,0.1068567647235756,0.0691445587439089,0.1130921013054201,0.0227383745412981,0.02327016783974,0.0220628045479155,0.0014443842868314,0.1167190037899295,0.1284244721169464,0.1181284966612524,0.1354647175600072,0.1569951272333514,0.1597389159598148,0.152740780845816,0.1519039884497383
14681,8713,151254,0.1182451988461481,1.6849535177321244,0.5934881820039507,204,5,742,5,10.302704175464887,17.359577642603007,0.0256042958018299,0.0477646845128622,0.0297686351974206,0.0365211270803531,0.0116592875144744,0.0339711191335738,0.0802465772086371,0.0777437958358877,0.0486554049451671,0.0528065753922302,0.0561028994391843,0.0632300252026428,0.0594766478214471,0.0594793724314873,0.0535987557614148,0.0557904774879094,0.057914311014236,0.0583050655041663,0.0147503576050677,0.0347975841790975,0.0298585473287467,0.0617062870376677,0.0811652248938538,0.0816297709057059,0.0436641464023793,0.0499997729491632,0.0451669958903797,0.052151306677565,0.0488325045977793,0.0454231092341574,0.0435115682401288,0.0381377290375313,0.0291585495992551,0.0328102082056171,0.0147058556410779,0.0147296959789296,0.0149358581386371,0.000493835569784,0.0381291011057374,0.0476527484503779,0.0479996821288285,0.0508691506028198,0.054862293667552,0.0554789637399813,0.0716772245305725,0.0694964012442386
38609,18534,346355,0.0484020492904037,2.0831444912053523,0.4800435131705043,292,5,1089,5,8.970835815483436,18.687547210532,0.0191084980185966,0.035688397351222,0.0167365122121784,0.0438942560888221,0.0023350341457518,0.0201522960967649,0.0683910487192106,0.0667971198425238,0.0379272535764545,0.0389653535013425,0.0385568131782744,0.0455898020323413,0.0484023586901154,0.0483806021048633,0.0448486104276205,0.045623731945056,0.0462966320460687,0.0467264109404543,0.0148904832206652,0.0276312086128449,0.0191498527977068,0.0450087630690599,0.0684014953335578,0.0688003660631805,0.0334529945522201,0.03770934238131,0.0344021687516727,0.0398246522831463,0.040325658093536,0.0413489946212886,0.0311807264282075,0.0344088165971664,0.02481968798294,0.0252762309306119,0.0101874347086602,0.0101874347086602,0.0094010895559756,0.0002753244062264,0.0302224869848998,0.0385875486717259,0.0338838958101306,0.0373516537594861,0.0462643425108135,0.0463654415637114,0.0631567769172991,0.0628043547704767
