eval_id,spearman_corr,spearman_p_value,kendall_corr,kendall_p_value,top1_recall,top3_recall,top5_recall,top1_hit_in_top3,top1_hit_in_top5,top3_hit_in_top5
0,0.2579710144927536,0.08346502710853433,0.17874396135265702,0.07984122141592832,0.0,0.3333333333333333,0.2,1,1,1
1,0.45847852252826055,0.0013535216460817574,0.29966170730644914,0.003332697801864429,0.0,0.0,0.0,0,0,0
2,0.26057727939037645,0.0802840422852666,0.1885880959318098,0.0648261476269515,0.0,0.3333333333333333,0.4,1,1,1
3,0.4477952513105149,0.0018051796424615062,0.30048309178743965,0.0032337743085185853,0.0,0.0,0.2,0,0,0
4,0.6704286154794943,3.448173558494569e-07,0.5111111111111112,5.48124903711866e-07,0.0,0.3333333333333333,0.4,0,0,1
5,0.6550107924761024,7.853094376400699e-07,0.48212560386473435,2.3055994051391466e-06,0.0,0.3333333333333333,0.2,0,0,1
6,0.7123253881088792,2.825240823741549e-08,0.5277912651268427,2.342912171645165e-07,1.0,0.3333333333333333,0.6,1,1,1
7,0.3744064138143694,0.010363661578667731,0.26956521739130435,0.008251194723022959,0.0,0.0,0.4,0,1,1
8,0.6886833179155103,1.2198809580785796e-07,0.5130434782608696,4.966859930849769e-07,0.0,0.6666666666666666,0.4,0,0,1
9,0.7901569586537628,6.603959198374395e-11,0.6205897293249688,1.2106568810277308e-09,0.0,0.6666666666666666,0.6,0,0,1
10,0.45231120315069445,0.0016000997980659532,0.29966170730644914,0.003332697801864429,0.0,0.3333333333333333,0.4,0,0,1
11,0.32249907548692985,0.028824928990558815,0.21373317538938444,0.036380485096320817,0.0,0.3333333333333333,0.2,0,0,1
12,0.876164045636756,1.5379184624923861e-15,0.6792270531400967,2.8116847205961075e-11,0.0,0.0,0.4,0,0,1
13,0.37121095333570076,0.011089755506210044,0.27259548858199567,0.007581996614300663,0.0,0.3333333333333333,0.2,1,1,1
14,0.5615344293273893,4.903455860534444e-05,0.4117931848791849,5.492563829217374e-05,1.0,0.3333333333333333,0.6,1,1,1
15,0.46506321307431386,0.001128137692258723,0.33526570048309184,0.001018200897152323,0.0,0.3333333333333333,0.4,1,1,1
16,0.6163002254001758,5.116416290461995e-06,0.44079270494109934,1.5768440648636502e-05,0.0,0.6666666666666666,0.6,0,0,1
17,0.8096823928461301,9.558484235789008e-12,0.6115942028985508,2.0557429730744558e-09,0.0,0.0,0.4,0,0,1
18,0.438791242676534,0.002284814218451424,0.3101449275362319,0.0023714690913001772,0.0,0.6666666666666666,0.4,1,1,1
19,0.380450200431699,0.00910149491729947,0.2734299516908213,0.007373507465341151,0.0,0.0,0.0,0,0,0
20,0.5304058231378077,0.00014970892970273846,0.3800775471856474,0.00019818624508297067,0.0,0.0,0.0,0,0,0
21,0.748157513692538,2.2814884622795298e-09,0.5722571958884448,2.0777800232495468e-08,0.0,0.3333333333333333,0.4,0,0,1
