num_users,num_items,num_interactions,density,user_item_ratio,item_user_ratio,highest_num_rating_by_single_user,lowest_num_rating_by_single_user,highest_num_rating_on_single_item,lowest_num_rating_on_single_item,mean_num_ratings_by_user,mean_num_ratings_on_item,BPR_0,BPR_1,CDAE_0,CDAE_1,DMF_0,DMF_1,EASE_0,EASE_1,ENMF_0,ENMF_1,ImplicitMF_0,ImplicitMF_1,ItemItem_0,ItemItem_1,ItemKNNRP_0,ItemKNNRP_1,ItemKNN_0,ItemKNN_1,LINE_0,LINE_1,LightGCN_0,LightGCN_1,MacridVAE_0,MacridVAE_1,MultiDAE_0,MultiDAE_1,MultiVAE_0,MultiVAE_1,NCEPLRec_0,NCEPLRec_1,NMF_0,NMF_1,NeuMF_0,NeuMF_1,PopScore_0,PopScore_1,Pop_0,Random_0,RecVAE_0,RecVAE_1,SVD_0,SVD_1,SimpleX_0,SimpleX_1,UserUser_0,UserUser_1
5130,1685,37126,0.4294977470051654,3.0445103857566767,0.3284600389863548,123,5,455,5,7.237037037037037,22.033234421364984,0.0497076023391812,0.0851851851851851,0.0622222222222221,0.0439376218323586,0.0134892787524366,0.0385575048732943,0.1136842105263157,0.107485380116959,0.0864327485380116,0.0952826510721247,0.0800389863547758,0.1020662768031188,0.1128654970760233,0.1128654970760233,0.1083430799220272,0.1104483430799219,0.111578947368421,0.1112670565302143,0.024288499025341,0.0748148148148147,0.072475633528265,0.0874463937621831,0.102923976608187,0.1094346978557504,0.0408187134502923,0.0849902534113059,0.0442495126705652,0.0793762183235867,0.0814424951267056,0.0676023391812865,0.0479922027290448,0.0477582846003898,0.032475633528265,0.0712280701754385,0.0117348927875243,0.0117348927875243,0.0134892787524366,0.0011306042884989,0.0823391812865496,0.087251461988304,0.0823391812865496,0.0943859649122806,0.1037426900584795,0.1083040935672514,0.0914230019493177,0.0957504873294346
87271,13209,752937,0.0653158746238652,6.606934665758195,0.1513561205898866,565,5,6282,5,8.627573879066356,57.001816942993415,0.0187576629120784,0.0295332928464209,0.0080576594745103,0.0136471450997467,0.0075420242692302,0.0092768502709949,0.0546642068957614,0.0527277102359317,0.0286486920053625,0.029902258482199,0.0379965853490849,0.0406893469766588,0.0430016844083371,0.0430314766646422,0.038585555339116,0.0400041250816422,0.0392318181297337,0.0403730907174204,0.0043748782527987,0.014110070928487,0.017215340720285,0.0326866885907116,0.0536146027890135,0.053121884703968,0.022999621867516,0.0371165679320736,0.0217643890868673,0.0362457173631561,0.027115536661663,0.021262504153728,0.0233090029906841,0.0228781611302723,0.0144125769155847,0.0123569112305347,0.0147998762475506,0.0147998762475506,0.0147632088551752,0.0001306275853375,0.0331931569478979,0.0324346002681302,0.0306539400258962,0.0359157108317768,0.0333031591250243,0.0332710751566957,0.0412920672388307,0.0400751681543696
2928,1835,20473,0.3810433138279656,1.5956403269754769,0.6267076502732241,51,5,169,5,6.992144808743169,11.156948228882834,0.0135245901639343,0.0232240437158469,0.0200819672131147,0.0090163934426229,0.0157103825136611,0.0217896174863387,0.0420765027322403,0.0423497267759562,0.0310792349726775,0.0340163934426229,0.0268442622950819,0.0309426229508196,0.0347677595628414,0.0347677595628414,0.0331967213114753,0.0344945355191256,0.0310109289617485,0.0323770491803278,0.0081967213114753,0.0210382513661201,0.0239754098360655,0.0345628415300546,0.0321038251366119,0.0383196721311474,0.0202868852459016,0.0252049180327868,0.0197404371584699,0.0285519125683059,0.0292349726775955,0.0236338797814207,0.024931693989071,0.0206967213114753,0.0094945355191256,0.0218579234972677,0.0077185792349726,0.0077185792349726,0.0082650273224043,0.0006830601092896,0.0190573770491803,0.0227459016393442,0.0291666666666666,0.0312841530054644,0.0290300546448087,0.0277322404371584,0.040915300546448,0.040915300546448
19445,7050,160792,0.1172917247957049,2.7581560283687945,0.3625610696837233,125,5,780,5,8.269066598097197,22.807375886524824,0.0036204679866289,0.0064078169195165,0.0035176137824633,0.0117048084340446,0.0051735664695294,0.0053587040370274,0.0232244793005913,0.0224325019285163,0.0129184880431987,0.0122602211365389,0.0129287734636152,0.013494471586526,0.0131550527127796,0.0131550527127796,0.0101517099511442,0.0104911288248906,0.0101619953715607,0.0104705579840575,0.0022730779120596,0.0052867060941115,0.0049164309591154,0.0121779377732064,0.0213833890460272,0.0207971200822833,0.0070043713036769,0.0096682951915658,0.0072923630753406,0.0097917202365646,0.0126819233736178,0.0127847775777834,0.0105322705065568,0.0115402417073797,0.0043610182566211,0.0049472872203651,0.0067266649524298,0.0067266649524298,0.007796348675752,0.0002365646695807,0.0053484186166108,0.0086500385703265,0.0113036770377988,0.0131344818719464,0.0133916173823604,0.0128259192594496,0.0193468758035484,0.019285163281049
22363,12101,198502,0.0733522706417427,1.8480290885050823,0.5411170236551447,204,5,431,5,8.876358270357287,16.403768283612923,0.0133076957474399,0.0236640880025041,0.0130662254617,0.0203192773778115,0.0030407369315386,0.0142646335464829,0.0487591110316146,0.0462013146715556,0.0292000178866877,0.0293252247015158,0.0253007199391852,0.0299423154317398,0.0369538970621114,0.03690918034253,0.0338061515528533,0.0345305656095519,0.0367929168716182,0.0362563162366408,0.011340160085856,0.0200956937799042,0.0160801323614899,0.0303626525958055,0.0476590797299109,0.0484192639627956,0.0204087108169744,0.0233063542458524,0.0209095380762866,0.0261950543308142,0.0345123641729642,0.0363994097393014,0.0214114493530429,0.025936925377003,0.0172695971023565,0.0181281581183204,0.0032464338416133,0.003237490497697,0.0033537539686088,0.0001430935026606,0.0191924160443589,0.0250145329338639,0.0241380852300674,0.0308903098868666,0.0274381791351785,0.0255153601931761,0.0407190448508697,0.0400393507132316
27879,10429,194439,0.0668749575731001,2.6732189088119664,0.3740808493848416,152,5,837,5,6.974389325298612,18.644069421804584,0.0097062304960722,0.0180852971770866,0.0067506008106459,0.0256178485598478,0.0035223645037482,0.0115355644033143,0.0366655905878976,0.0354819039420351,0.0220524409053408,0.0228272176189963,0.0259621937659169,0.0286523906883316,0.0212920119086049,0.0212848380501452,0.0188815954661213,0.0197209369059147,0.0192761576814089,0.0198357186412711,0.0050217009218407,0.0123964274184869,0.0095197101761181,0.0268158829226299,0.0359769001757594,0.0362710283726101,0.016055095232971,0.0194052871336847,0.0165644391836148,0.0206391907887657,0.0197065891889952,0.0200437605366045,0.0160274591992976,0.0169527283909236,0.0107966569819577,0.012582947738441,0.0061121274077262,0.0061121274077262,0.0049930054880016,0.0001147817353563,0.0125040352953835,0.0185085548262132,0.0202733240073173,0.0232719968435022,0.0233867785788586,0.0210624484378922,0.0326123605581261,0.0325262742566088
39387,23033,278677,0.0307183380910067,1.710024747101984,0.5847868586081703,136,5,441,5,7.075354812501587,12.099031823904832,0.0020666717444841,0.0048797826694086,0.0016706019752709,0.0082768426130448,0.0012948434762738,0.003671262091553,0.0177368167161753,0.0173509025820701,0.0091857719552136,0.0096986315281691,0.0096326198999669,0.0113489222332241,0.0086272120242719,0.0086272120242719,0.007997562647574,0.008322542971031,0.0080737299108842,0.0083936324167872,0.0013253103815979,0.0038032853479573,0.0031127021606113,0.0093533399344961,0.0159189580318378,0.0162693274430649,0.0043669230964531,0.0054738873232284,0.0044126234544392,0.006001980348846,0.0097138649808311,0.0106329499581079,0.0075050143448345,0.0073882245410922,0.0022342397237666,0.0027064767562901,0.0022393175413207,0.0022393175413207,0.0022393175413207,6.0933810648183415e-05,0.0036407951862289,0.0049102495747327,0.0080432630055601,0.008672912382258,0.0100997791149363,0.0089318810775128,0.0168685099144387,0.0168685099144387
5541,3568,64706,0.3272891118227514,1.5529708520179373,0.6439270889731096,578,5,272,5,11.677675509835767,18.135089686098656,0.0425915899657101,0.0779281718101425,0.0586897671900378,0.020249052517596,0.0119473019310593,0.0439270889731095,0.1111351741562894,0.1051434759068759,0.0887565421404078,0.0877819888106839,0.0732358780003609,0.0886843530048727,0.0949648077964266,0.0952174697707994,0.0863021115322143,0.086482584371052,0.1022920050532394,0.0992600613607651,0.0331709077783793,0.0804547915538711,0.0610359140949286,0.087854177946219,0.1113517415628947,0.1159357516693737,0.0584731997834325,0.074029958491247,0.0619021837213498,0.0735607291102688,0.0979606569211333,0.0941707273055404,0.062371413102328,0.073705107381339,0.0414365637971485,0.0639234795163327,0.0119833964988268,0.0118751127955242,0.0116946399566864,0.0005414185165132,0.0621548456957227,0.0711784876376105,0.0756903086085543,0.0882873127594296,0.0945316729832159,0.0953618480418696,0.0948926186608914,0.092835228298141
14681,8713,151254,0.1182451988461481,1.6849535177321244,0.5934881820039507,204,5,742,5,10.302704175464887,17.359577642603007,0.0148627477692254,0.0268919010966554,0.0150943396226414,0.0226278863837612,0.0105033717049246,0.0196308153395544,0.0507731080989032,0.0487160275185613,0.0325454669300455,0.0350248620666166,0.0303794019480961,0.0338669027995367,0.0376813568557999,0.037667733805599,0.0344935631087799,0.0362236904842993,0.0385941012192629,0.038784823922076,0.0094543968394522,0.0196853075403582,0.0179688032150397,0.0349839929160138,0.0496560179824262,0.0490702268237857,0.0225733941829574,0.0269327702472582,0.0240038144540561,0.0294666575846331,0.0323547442272324,0.0300796948436754,0.0264968326408282,0.0248620666167154,0.0164021524419316,0.0182003950684557,0.0116477079218035,0.0116477079218035,0.0113071316667801,0.0002315918534158,0.0204481983516108,0.0264014712894216,0.0344118248075743,0.033798787548532,0.0276547919079081,0.0269600163476601,0.0433757918397928,0.0419862407192969
38609,18534,346355,0.0484020492904037,2.0831444912053523,0.4800435131705043,292,5,1089,5,8.970835815483436,18.687547210532,0.0104017198062627,0.01996943717786,0.0073609780103084,0.0259473179828537,0.0016472843119479,0.0105467637079436,0.0422077753891579,0.0406226527493589,0.0242171514413737,0.0252117381957574,0.0193115594809499,0.024129089072496,0.0298635033282394,0.0298738636069309,0.027175011007796,0.0277707270325571,0.028739413090212,0.0288792768525473,0.0077339480432023,0.0158253257012613,0.0116035121344763,0.0255847082286512,0.0417571032660778,0.0415291771348649,0.0153280323240694,0.0181097671527363,0.0161827553161179,0.0187572845709549,0.02581781449921,0.0266880779092957,0.0190939936284285,0.0217669455308347,0.012515216659328,0.0117589163148488,0.0056981532803231,0.0056981532803231,0.0057085135590146,7.25219508404704e-05,0.0147789375534201,0.0205547929239296,0.0221761765391488,0.0240928280970757,0.0222279779326063,0.0222279779326063,0.0374938485845269,0.0372296614778937
